shash,genre,years,alt,heading,text
461797de64e4c208,belonging_dei,"2018,2019",0.102,Conclusion,"Google’s workforce data demonstrates that if we want a better outcome, we need to evolve our approach."
240f25574d5dff7c,belonging_dei,"2019,2020",0.102,Employee Resource Groups,"Inter Belief Network Inter Belief Network became a formal Employee Resource Group this year to promote a diversity of beliefs, compassion, and mutual respect for all people at Google and to help our products contribute to a peaceful and knowledgeable world."
b15a5f84b6db2ca2,belonging_dei,"2019,2020",0.102,What would it take?,These are the greatest gains in representation for any underrepresented groups since we began reporting.
3ebcb3156c7f4601,belonging_dei,"2020,2021",0.101,Consider a career at Google.,"We want to bring new, diverse perspectives to our workforce."
400c05c5b90f27f7,belonging_dei,"2021,2022",0.101,What has Google learned?,"And I think, john, that’s what you would say is really core to belonging — is that we kind of knit the fabric of the quilt together."
0d788be583c11b45,belonging_dei,"2012,2013,2014,2015,2016",0.100,Life at Google,Google is proud to be an equal opportunity workplace and is an affirmative action employer.
fa30cb53cbbd78f0,belonging_dei,"2018,2019",0.100,Investing in tomorrow’s talent,"This year our internship program welcomes our largest ever cohort from underrepresented backgrounds, with 49% of Google’s global interns identifying as Black, Latinx, and/or women. 8 Yet, it’s important to continue to invest in tomorrow’s talent."
cefa37a600bbf496,belonging_dei,"2019,2020",0.100,Community inclusion,"From a hiring perspective, we are committed to building connections with women in tech from their time in college through their professional careers."
294cb95ab977b9ae,belonging_dei,2025,0.100,Fostering community and belonging for LGBTQ+ Googlers and allies through employee resource groups,"Having earlier spoken out in support of same-sex marriage, in 2010, we extended health insurance and family or medical leave benefits to same-sex partners for Googlers in the U.S."
0363c12cac08232b,belonging_dei,"2018,2019",0.099,Inclusion inside and out,We also encourage our own diverse populations of Googlers to contribute insights to help us create better products for everyone.
bd4cdc6c8fde59be,belonging_dei,"2018,2019",0.098,Fostering inclusion for all,We are proud of Google’s extraordinarily passionate Employee Resource Groups (ERGs).
e6b9093a3558e876,belonging_dei,"2020,2021,2022",0.098,"Our approach to diversity, equity, and inclusion","Through our Employee Resource Groups , Leadership Councils, and Diversity councils, we foster a sense of belonging throughout the company, even while many of us are working from home ."
304b0f8fcec16970,belonging_dei,"2022,2023,2024,2025",0.098,Pushing for more authentic representation of people with disabilities,"In 2021, we also launched All In , our inclusive marketing toolkit, which shares our learnings and ongoing work to improve representation of people with disabilities, as well as other groups who are marginalized by structural inequalities due to their identities."
eef01850591293b4,belonging_dei,"2018,2019",0.097,Fostering inclusion for all,"These groups are led by more than 500 employee volunteers, with 20,000+ Googlers participating as members, which demonstrates the extent of our workforce engagement around diversity and inclusion."
0481582876805888,belonging_dei,"2019,2020",0.097,Leadership hires,"We’re expanding outreach to women leaders in Europe and Asia, and doubling the number of focused leadership events for women globally."
5b403e8a5bd98352,belonging_dei,"2017,2018",0.096,Building a Google that works for everyone,We also know challenging bias–inside and outside our walls–is the right thing to do.
d1be9357e732744b,belonging_dei,"2021,2022",0.094,What are some of the responsibilities Google has?,"Pedro : If we are to be producing services that are for everyone, we need to look at ourselves and we need to see our users in ourselves."
7c1718b6e28079ff,belonging_dei,"2021,2022",0.094,What has Google learned?,"Melonie : But there’s also the reality of standing in the work because the work that we’re doing is structural, and when you stand in the work and you get closer to the root cause of the work, there’s more to be done, because at each step we understand more of what we need to get there and we’re very committed until it gets done."
1eb5aa107c8e8679,belonging_dei,"2022,2023,2024,2025",0.094,Our progress toward gender equity in our workplace,"2020 was our best year yet for hiring women in tech, and we know that equity doesn’t end with hiring."
c6347ba48d3807a7,belonging_dei,"2005,2006,2007",0.093,,"We believe in hard work, a fun atmosphere, and the sort of creativity that only comes about when talented people from diverse backgrounds approach problems from varying perspectives."
fa3843d3d8e603b9,belonging_dei,"2009,2010",0.093,Let’s work together.,"At Google, we understand that our worldwide success results from our globally diverse workforce."
0b03a3feff67b870,belonging_dei,"2017,2018,2019,2020",0.093,How we hire,"There’s no one kind of Googler, so we’re always looking for people who can bring new perspectives and life experiences to our teams."
f0d513ae1250c005,belonging_dei,"2019,2020",0.093,Employee Resource Groups,"These Googler-initiated networks are passionate about promoting diversity, equity, and inclusion at Google."
ea753f9f7fc3535f,belonging_dei,"2018,2019",0.092,Google diversity annual report 2018,"The data in this report shows that despite significant effort, and some pockets of success, we need to do more to achieve our desired diversity and inclusion outcomes."
05159d6e1b27cb24,belonging_dei,"2021,2022",0.092,2020 was a year of challenges that had a profound impact on how we work and live.,"COVID-19 strained well-being and burdened caregivers, many of whom are women."
709dd6201df7da2d,belonging_dei,2025,0.092,Advancing gender equity in our workplace for Googlers around the world,"Internally, we’re focused on ensuring fairness throughout the employee lifecycle to help women and gender-expansive people thrive."
a5b940dd7228fdc1,belonging_dei,2025,0.092,Fostering community and belonging for LGBTQ+ Googlers and allies through employee resource groups,"In 2011, we pioneered transgender-inclusive healthcare benefits to cover transitioning procedures and treatment."
173681ec193f18cf,belonging_dei,"2018,2019",0.091,3. Overarching strategy,"We must also renew our focus on development, progression, and retention, and ensure Google's culture is inclusive for everyone."
da27d2ee796a9464,belonging_dei,"2019,2020",0.091,Community inclusion,"These partnerships allow us to share our research, learn from others, and collaborate across industries to collectively improve the experiences for women in leadership."
